,scholar_cat,journal_name,l1_k1,n,prop,total
154,bio_agronomycropscience,Industrial Crops and Products,Botany,34,0.23,151
155,bio_agronomycropscience,Industrial Crops and Products,Composite material,16,0.11,151
156,bio_agronomycropscience,Industrial Crops and Products,Biochemistry,15,0.10,151
157,bio_agronomycropscience,Industrial Crops and Products,Nuclear chemistry,14,0.09,151
158,bio_agronomycropscience,Industrial Crops and Products,Organic chemistry,7,0.05,151
159,bio_agronomycropscience,Industrial Crops and Products,Chromatography,5,0.03,151
160,bio_agronomycropscience,Industrial Crops and Products,Embedded system,5,0.03,151
161,bio_agronomycropscience,Industrial Crops and Products,Soil science,5,0.03,151
162,bio_agronomycropscience,Industrial Crops and Products,Biotechnology,4,0.03,151
163,bio_agronomycropscience,Industrial Crops and Products,Electrical engineering,3,0.02,151
164,bio_agronomycropscience,Industrial Crops and Products,Cell biology,3,0.02,151
165,bio_agronomycropscience,Industrial Crops and Products,Combinatorial chemistry,3,0.02,151
166,bio_agronomycropscience,Industrial Crops and Products,Operations management,2,0.01,151
167,bio_agronomycropscience,Industrial Crops and Products,Polymer chemistry,2,0.01,151
168,bio_agronomycropscience,Industrial Crops and Products,Pulp and paper industry,2,0.01,151
169,bio_agronomycropscience,Industrial Crops and Products,Geochemistry,2,0.01,151
170,bio_agronomycropscience,Industrial Crops and Products,Genetics,2,0.01,151
171,bio_agronomycropscience,Industrial Crops and Products,Water resource management,2,0.01,151
172,bio_agronomycropscience,Industrial Crops and Products,Agronomy,2,0.01,151
173,bio_agronomycropscience,Industrial Crops and Products,Analytical chemistry,2,0.01,151
174,bio_agronomycropscience,Industrial Crops and Products,Economic growth,1,0.01,151
175,bio_agronomycropscience,Industrial Crops and Products,Biochemical engineering,1,0.01,151
176,bio_agronomycropscience,Industrial Crops and Products,Waste management,1,0.01,151
177,bio_agronomycropscience,Industrial Crops and Products,Virology,1,0.01,151
178,bio_agronomycropscience,Industrial Crops and Products,Statistics,1,0.01,151
179,bio_agronomycropscience,Industrial Crops and Products,Polymer science,1,0.01,151
180,bio_agronomycropscience,Industrial Crops and Products,Ancient history,1,0.01,151
181,bio_agronomycropscience,Industrial Crops and Products,Pharmacology,1,0.01,151
182,bio_agronomycropscience,Industrial Crops and Products,Petroleum engineering,1,0.01,151
183,bio_agronomycropscience,Industrial Crops and Products,Ceramic materials,1,0.01,151
184,bio_agronomycropscience,Industrial Crops and Products,Ecology,1,0.01,151
185,bio_agronomycropscience,Industrial Crops and Products,Nuclear magnetic resonance,1,0.01,151
186,bio_agronomycropscience,Industrial Crops and Products,Chemical engineering,1,0.01,151
187,bio_agronomycropscience,Industrial Crops and Products,Nanotechnology,1,0.01,151
188,bio_agronomycropscience,Industrial Crops and Products,Mineralogy,1,0.01,151
189,bio_agronomycropscience,Industrial Crops and Products,Inorganic chemistry,1,0.01,151
190,bio_agronomycropscience,Industrial Crops and Products,Immunology,1,0.01,151
191,bio_agronomycropscience,Industrial Crops and Products,Computer vision,1,0.01,151
192,bio_agronomycropscience,Industrial Crops and Products,Crystallography,1,0.01,151
193,bio_agronomycropscience,Industrial Crops and Products,Agroforestry,1,0.01,151
194,bio_agronomycropscience,Industrial Crops and Products,Agricultural engineering,1,0.01,151
290,bio_agronomycropscience,Scientia Horticulturae,Botany,48,0.41,117
291,bio_agronomycropscience,Scientia Horticulturae,Genetics,14,0.12,117
292,bio_agronomycropscience,Scientia Horticulturae,Biochemistry,7,0.06,117
293,bio_agronomycropscience,Scientia Horticulturae,Agroforestry,6,0.05,117
294,bio_agronomycropscience,Scientia Horticulturae,Organic chemistry,5,0.04,117
295,bio_agronomycropscience,Scientia Horticulturae,Cell biology,4,0.03,117
296,bio_agronomycropscience,Scientia Horticulturae,Soil science,4,0.03,117
297,bio_agronomycropscience,Scientia Horticulturae,Operations management,4,0.03,117
298,bio_agronomycropscience,Scientia Horticulturae,Water resource management,4,0.03,117
299,bio_agronomycropscience,Scientia Horticulturae,Climatology,2,0.02,117
300,bio_agronomycropscience,Scientia Horticulturae,Molecular biology,2,0.02,117
301,bio_agronomycropscience,Scientia Horticulturae,Optics,2,0.02,117
302,bio_agronomycropscience,Scientia Horticulturae,Bioinformatics,2,0.02,117
303,bio_agronomycropscience,Scientia Horticulturae,Economic growth,2,0.02,117
304,bio_agronomycropscience,Scientia Horticulturae,Chromatography,1,0.01,117
305,bio_agronomycropscience,Scientia Horticulturae,Developmental psychology,1,0.01,117
306,bio_agronomycropscience,Scientia Horticulturae,Agronomy,1,0.01,117
307,bio_agronomycropscience,Scientia Horticulturae,Cartography,1,0.01,117
308,bio_agronomycropscience,Scientia Horticulturae,Horticulture,1,0.01,117
309,bio_agronomycropscience,Scientia Horticulturae,Media studies,1,0.01,117
310,bio_agronomycropscience,Scientia Horticulturae,Biotechnology,1,0.01,117
311,bio_agronomycropscience,Scientia Horticulturae,Paleontology,1,0.01,117
312,bio_agronomycropscience,Scientia Horticulturae,Pulp and paper industry,1,0.01,117
313,bio_agronomycropscience,Scientia Horticulturae,Anatomy,1,0.01,117
314,bio_agronomycropscience,Scientia Horticulturae,Transport engineering,1,0.01,117
333,bio_biotechnology,Applied Microbiology and Biotechnology,Biochemistry,37,0.27,136
334,bio_biotechnology,Applied Microbiology and Biotechnology,Molecular biology,16,0.12,136
335,bio_biotechnology,Applied Microbiology and Biotechnology,Cell biology,14,0.10,136
336,bio_biotechnology,Applied Microbiology and Biotechnology,Microbiology,8,0.06,136
337,bio_biotechnology,Applied Microbiology and Biotechnology,Genetics,7,0.05,136
338,bio_biotechnology,Applied Microbiology and Biotechnology,Combinatorial chemistry,7,0.05,136
339,bio_biotechnology,Applied Microbiology and Biotechnology,Bioinformatics,5,0.04,136
340,bio_biotechnology,Applied Microbiology and Biotechnology,Biotechnology,5,0.04,136
341,bio_biotechnology,Applied Microbiology and Biotechnology,Virology,5,0.04,136
342,bio_biotechnology,Applied Microbiology and Biotechnology,Chromatography,5,0.04,136
343,bio_biotechnology,Applied Microbiology and Biotechnology,Geochemistry,4,0.03,136
344,bio_biotechnology,Applied Microbiology and Biotechnology,Ecology,4,0.03,136
345,bio_biotechnology,Applied Microbiology and Biotechnology,Organic chemistry,3,0.02,136
346,bio_biotechnology,Applied Microbiology and Biotechnology,Pharmacology,2,0.01,136
347,bio_biotechnology,Applied Microbiology and Biotechnology,Agronomy,2,0.01,136
348,bio_biotechnology,Applied Microbiology and Biotechnology,Botany,2,0.01,136
349,bio_biotechnology,Applied Microbiology and Biotechnology,Biochemical engineering,1,0.01,136
350,bio_biotechnology,Applied Microbiology and Biotechnology,Environmental health,1,0.01,136
351,bio_biotechnology,Applied Microbiology and Biotechnology,Operations management,1,0.01,136
352,bio_biotechnology,Applied Microbiology and Biotechnology,Optics,1,0.01,136
353,bio_biotechnology,Applied Microbiology and Biotechnology,Economic growth,1,0.01,136
354,bio_biotechnology,Applied Microbiology and Biotechnology,Pathology,1,0.01,136
355,bio_biotechnology,Applied Microbiology and Biotechnology,Developmental psychology,1,0.01,136
356,bio_biotechnology,Applied Microbiology and Biotechnology,Radiochemistry,1,0.01,136
357,bio_biotechnology,Applied Microbiology and Biotechnology,Systems engineering,1,0.01,136
358,bio_biotechnology,Applied Microbiology and Biotechnology,Water resource management,1,0.01,136
384,bio_biotechnology,Bioresource Technology,Waste management,48,0.17,287
385,bio_biotechnology,Bioresource Technology,Biochemistry,32,0.11,287
386,bio_biotechnology,Bioresource Technology,Geochemistry,19,0.07,287
387,bio_biotechnology,Bioresource Technology,Nuclear chemistry,16,0.06,287
388,bio_biotechnology,Bioresource Technology,Environmental engineering,15,0.05,287
389,bio_biotechnology,Bioresource Technology,Organic chemistry,14,0.05,287
390,bio_biotechnology,Bioresource Technology,Operations management,13,0.05,287
391,bio_biotechnology,Bioresource Technology,Cell biology,12,0.04,287
392,bio_biotechnology,Bioresource Technology,Chromatography,9,0.03,287
393,bio_biotechnology,Bioresource Technology,Combinatorial chemistry,8,0.03,287
394,bio_biotechnology,Bioresource Technology,Agronomy,7,0.02,287
395,bio_biotechnology,Bioresource Technology,Ecology,7,0.02,287
396,bio_biotechnology,Bioresource Technology,Microbiology,6,0.02,287
397,bio_biotechnology,Bioresource Technology,Botany,6,0.02,287
398,bio_biotechnology,Bioresource Technology,Composite material,5,0.02,287
399,bio_biotechnology,Bioresource Technology,Process engineering,5,0.02,287
400,bio_biotechnology,Bioresource Technology,Metallurgy,4,0.01,287
401,bio_biotechnology,Bioresource Technology,Thermodynamics,4,0.01,287
402,bio_biotechnology,Bioresource Technology,Economic growth,4,0.01,287
403,bio_biotechnology,Bioresource Technology,Embedded system,4,0.01,287
404,bio_biotechnology,Bioresource Technology,Biotechnology,4,0.01,287
405,bio_biotechnology,Bioresource Technology,Genetics,4,0.01,287
406,bio_biotechnology,Bioresource Technology,Pulp and paper industry,4,0.01,287
407,bio_biotechnology,Bioresource Technology,Ceramic materials,3,0.01,287
408,bio_biotechnology,Bioresource Technology,Biochemical engineering,3,0.01,287
409,bio_biotechnology,Bioresource Technology,Molecular biology,3,0.01,287
410,bio_biotechnology,Bioresource Technology,Optics,2,0.01,287
411,bio_biotechnology,Bioresource Technology,Mineralogy,2,0.01,287
412,bio_biotechnology,Bioresource Technology,Water resource management,2,0.01,287
413,bio_biotechnology,Bioresource Technology,Control theory,2,0.01,287
414,bio_biotechnology,Bioresource Technology,Medicinal chemistry,1,0.00,287
415,bio_biotechnology,Bioresource Technology,Photochemistry,1,0.00,287
416,bio_biotechnology,Bioresource Technology,Animal science,1,0.00,287
417,bio_biotechnology,Bioresource Technology,Classical mechanics,1,0.00,287
418,bio_biotechnology,Bioresource Technology,Simulation,1,0.00,287
419,bio_biotechnology,Bioresource Technology,Radiochemistry,1,0.00,287
420,bio_biotechnology,Bioresource Technology,Control engineering,1,0.00,287
421,bio_biotechnology,Bioresource Technology,Polymer chemistry,1,0.00,287
422,bio_biotechnology,Bioresource Technology,Physical chemistry,1,0.00,287
423,bio_biotechnology,Bioresource Technology,Petroleum engineering,1,0.00,287
424,bio_biotechnology,Bioresource Technology,Microeconomics,1,0.00,287
425,bio_biotechnology,Bioresource Technology,Data science,1,0.00,287
426,bio_biotechnology,Bioresource Technology,Environmental chemistry,1,0.00,287
427,bio_biotechnology,Bioresource Technology,Environmental planning,1,0.00,287
428,bio_biotechnology,Bioresource Technology,Nuclear magnetic resonance,1,0.00,287
429,bio_biotechnology,Bioresource Technology,Food science,1,0.00,287
430,bio_biotechnology,Bioresource Technology,Natural resource economics,1,0.00,287
431,bio_biotechnology,Bioresource Technology,Agroforestry,1,0.00,287
432,bio_biotechnology,Bioresource Technology,Hydrology,1,0.00,287
433,bio_biotechnology,Bioresource Technology,Agricultural engineering,1,0.00,287
533,bio_biotechnology,Journal of Biotechnology,Biochemistry,13,0.12,109
534,bio_biotechnology,Journal of Biotechnology,Bioinformatics,8,0.07,109
535,bio_biotechnology,Journal of Biotechnology,Molecular biology,7,0.06,109
536,bio_biotechnology,Journal of Biotechnology,Biotechnology,7,0.06,109
537,bio_biotechnology,Journal of Biotechnology,Botany,7,0.06,109
538,bio_biotechnology,Journal of Biotechnology,Agronomy,6,0.06,109
539,bio_biotechnology,Journal of Biotechnology,Genetics,4,0.04,109
540,bio_biotechnology,Journal of Biotechnology,Cell biology,4,0.04,109
541,bio_biotechnology,Journal of Biotechnology,Cancer research,3,0.03,109
542,bio_biotechnology,Journal of Biotechnology,Combinatorial chemistry,3,0.03,109
543,bio_biotechnology,Journal of Biotechnology,Microbiology,2,0.02,109
544,bio_biotechnology,Journal of Biotechnology,Geochemistry,2,0.02,109
545,bio_biotechnology,Journal of Biotechnology,Waste management,2,0.02,109
546,bio_biotechnology,Journal of Biotechnology,Operations management,2,0.02,109
547,bio_biotechnology,Journal of Biotechnology,Polymer chemistry,2,0.02,109
548,bio_biotechnology,Journal of Biotechnology,Pharmacology,2,0.02,109
549,bio_biotechnology,Journal of Biotechnology,Petroleum engineering,2,0.02,109
550,bio_biotechnology,Journal of Biotechnology,Soil science,2,0.02,109
551,bio_biotechnology,Journal of Biotechnology,Economic growth,2,0.02,109
552,bio_biotechnology,Journal of Biotechnology,Organic chemistry,2,0.02,109
553,bio_biotechnology,Journal of Biotechnology,Optics,1,0.01,109
554,bio_biotechnology,Journal of Biotechnology,Water resource management,1,0.01,109
555,bio_biotechnology,Journal of Biotechnology,Toxicology,1,0.01,109
556,bio_biotechnology,Journal of Biotechnology,Radiology,1,0.01,109
557,bio_biotechnology,Journal of Biotechnology,Medical education,1,0.01,109
558,bio_biotechnology,Journal of Biotechnology,Simulation,1,0.01,109
559,bio_biotechnology,Journal of Biotechnology,Software engineering,1,0.01,109
560,bio_biotechnology,Journal of Biotechnology,Pathology,1,0.01,109
561,bio_biotechnology,Journal of Biotechnology,Engineering management,1,0.01,109
562,bio_biotechnology,Journal of Biotechnology,Library science,1,0.01,109
563,bio_biotechnology,Journal of Biotechnology,Immunology,1,0.01,109
564,bio_biotechnology,Journal of Biotechnology,Ancient history,1,0.01,109
565,bio_biotechnology,Journal of Biotechnology,Animal science,1,0.01,109
566,bio_biotechnology,Journal of Biotechnology,Biochemical engineering,1,0.01,109
567,bio_biotechnology,Journal of Biotechnology,Chemical engineering,1,0.01,109
568,bio_biotechnology,Journal of Biotechnology,Chromatography,1,0.01,109
569,bio_biotechnology,Journal of Biotechnology,Climatology,1,0.01,109
570,bio_biotechnology,Journal of Biotechnology,Composite material,1,0.01,109
571,bio_biotechnology,Journal of Biotechnology,Computational science,1,0.01,109
572,bio_biotechnology,Journal of Biotechnology,Control engineering,1,0.01,109
573,bio_biotechnology,Journal of Biotechnology,Crystallography,1,0.01,109
574,bio_biotechnology,Journal of Biotechnology,Ecology,1,0.01,109
575,bio_biotechnology,Journal of Biotechnology,Embedded system,1,0.01,109
576,bio_biotechnology,Journal of Biotechnology,Endocrinology,1,0.01,109
577,bio_biotechnology,Journal of Biotechnology,Anatomy,1,0.01,109
578,bio_biotechnology,Journal of Biotechnology,Fishery,1,0.01,109
579,bio_biotechnology,Journal of Biotechnology,Zoology,1,0.01,109
748,eng_artificialintelligence,Expert Systems With Applications,Machine learning,40,0.17,230
749,eng_artificialintelligence,Expert Systems With Applications,Mathematical optimization,27,0.12,230
750,eng_artificialintelligence,Expert Systems With Applications,Algorithm,19,0.08,230
751,eng_artificialintelligence,Expert Systems With Applications,Computer network,11,0.05,230
752,eng_artificialintelligence,Expert Systems With Applications,Knowledge management,10,0.04,230
753,eng_artificialintelligence,Expert Systems With Applications,Pattern recognition,10,0.04,230
754,eng_artificialintelligence,Expert Systems With Applications,Computer vision,9,0.04,230
755,eng_artificialintelligence,Expert Systems With Applications,Operations management,8,0.03,230
756,eng_artificialintelligence,Expert Systems With Applications,Control theory,6,0.03,230
757,eng_artificialintelligence,Expert Systems With Applications,Data mining,5,0.02,230
758,eng_artificialintelligence,Expert Systems With Applications,World Wide Web,5,0.02,230
759,eng_artificialintelligence,Expert Systems With Applications,Statistics,4,0.02,230
760,eng_artificialintelligence,Expert Systems With Applications,Database,4,0.02,230
761,eng_artificialintelligence,Expert Systems With Applications,Simulation,4,0.02,230
762,eng_artificialintelligence,Expert Systems With Applications,Systems engineering,4,0.02,230
763,eng_artificialintelligence,Expert Systems With Applications,Financial economics,4,0.02,230
764,eng_artificialintelligence,Expert Systems With Applications,Reliability engineering,3,0.01,230
765,eng_artificialintelligence,Expert Systems With Applications,Information retrieval,3,0.01,230
766,eng_artificialintelligence,Expert Systems With Applications,Computer security,3,0.01,230
767,eng_artificialintelligence,Expert Systems With Applications,Waste management,3,0.01,230
768,eng_artificialintelligence,Expert Systems With Applications,Transport engineering,2,0.01,230
769,eng_artificialintelligence,Expert Systems With Applications,Multimedia,2,0.01,230
770,eng_artificialintelligence,Expert Systems With Applications,Automotive engineering,2,0.01,230
771,eng_artificialintelligence,Expert Systems With Applications,Construction engineering,2,0.01,230
772,eng_artificialintelligence,Expert Systems With Applications,Internet privacy,2,0.01,230
773,eng_artificialintelligence,Expert Systems With Applications,Data science,2,0.01,230
774,eng_artificialintelligence,Expert Systems With Applications,Environmental planning,2,0.01,230
775,eng_artificialintelligence,Expert Systems With Applications,Virology,1,0.00,230
776,eng_artificialintelligence,Expert Systems With Applications,Risk analysis (engineering),1,0.00,230
777,eng_artificialintelligence,Expert Systems With Applications,Welfare economics,1,0.00,230
778,eng_artificialintelligence,Expert Systems With Applications,Theoretical computer science,1,0.00,230
779,eng_artificialintelligence,Expert Systems With Applications,Telecommunications,1,0.00,230
780,eng_artificialintelligence,Expert Systems With Applications,Radiology,1,0.00,230
781,eng_artificialintelligence,Expert Systems With Applications,Public relations,1,0.00,230
782,eng_artificialintelligence,Expert Systems With Applications,Arithmetic,1,0.00,230
783,eng_artificialintelligence,Expert Systems With Applications,Ophthalmology,1,0.00,230
784,eng_artificialintelligence,Expert Systems With Applications,Operations research,1,0.00,230
785,eng_artificialintelligence,Expert Systems With Applications,Artificial intelligence,1,0.00,230
786,eng_artificialintelligence,Expert Systems With Applications,Operating system,1,0.00,230
787,eng_artificialintelligence,Expert Systems With Applications,Nuclear engineering,1,0.00,230
788,eng_artificialintelligence,Expert Systems With Applications,Mathematical economics,1,0.00,230
789,eng_artificialintelligence,Expert Systems With Applications,Microeconomics,1,0.00,230
790,eng_artificialintelligence,Expert Systems With Applications,Meteorology,1,0.00,230
791,eng_artificialintelligence,Expert Systems With Applications,Control engineering,1,0.00,230
792,eng_artificialintelligence,Expert Systems With Applications,Cartography,1,0.00,230
793,eng_artificialintelligence,Expert Systems With Applications,Cancer research,1,0.00,230
794,eng_artificialintelligence,Expert Systems With Applications,Dentistry,1,0.00,230
795,eng_artificialintelligence,Expert Systems With Applications,Econometrics,1,0.00,230
796,eng_artificialintelligence,Expert Systems With Applications,Environmental health,1,0.00,230
797,eng_artificialintelligence,Expert Systems With Applications,Financial system,1,0.00,230
798,eng_artificialintelligence,Expert Systems With Applications,Fishery,1,0.00,230
799,eng_artificialintelligence,Expert Systems With Applications,Food science,1,0.00,230
800,eng_artificialintelligence,Expert Systems With Applications,Human–computer interaction,1,0.00,230
801,eng_artificialintelligence,Expert Systems With Applications,Business administration,1,0.00,230
802,eng_artificialintelligence,Expert Systems With Applications,Management,1,0.00,230
803,eng_artificialintelligence,Expert Systems With Applications,Marine engineering,1,0.00,230
804,eng_artificialintelligence,Expert Systems With Applications,Marketing,1,0.00,230
805,eng_artificialintelligence,Expert Systems With Applications,Mathematical analysis,1,0.00,230
806,eng_artificialintelligence,Expert Systems With Applications,Communication,1,0.00,230
807,eng_artificialintelligence,Expert Systems With Applications,Astrobiology,1,0.00,230
808,eng_artificialintelligence,Expert Systems With Applications,Accounting,1,0.00,230
879,eng_artificialintelligence,Neural Computing and Applications,Machine learning,24,0.21,112
880,eng_artificialintelligence,Neural Computing and Applications,Mathematical optimization,19,0.17,112
881,eng_artificialintelligence,Neural Computing and Applications,Pattern recognition,9,0.08,112
882,eng_artificialintelligence,Neural Computing and Applications,Algorithm,9,0.08,112
883,eng_artificialintelligence,Neural Computing and Applications,Computer vision,7,0.06,112
884,eng_artificialintelligence,Neural Computing and Applications,Control theory,6,0.05,112
885,eng_artificialintelligence,Neural Computing and Applications,Computer network,6,0.05,112
886,eng_artificialintelligence,Neural Computing and Applications,Operations management,4,0.04,112
887,eng_artificialintelligence,Neural Computing and Applications,Artificial intelligence,3,0.03,112
888,eng_artificialintelligence,Neural Computing and Applications,Simulation,2,0.02,112
889,eng_artificialintelligence,Neural Computing and Applications,Computer architecture,1,0.01,112
890,eng_artificialintelligence,Neural Computing and Applications,Multimedia,1,0.01,112
891,eng_artificialintelligence,Neural Computing and Applications,Thermodynamics,1,0.01,112
892,eng_artificialintelligence,Neural Computing and Applications,Theoretical computer science,1,0.01,112
893,eng_artificialintelligence,Neural Computing and Applications,Structural engineering,1,0.01,112
894,eng_artificialintelligence,Neural Computing and Applications,Speech recognition,1,0.01,112
895,eng_artificialintelligence,Neural Computing and Applications,Social science,1,0.01,112
896,eng_artificialintelligence,Neural Computing and Applications,Real-time computing,1,0.01,112
897,eng_artificialintelligence,Neural Computing and Applications,Process engineering,1,0.01,112
898,eng_artificialintelligence,Neural Computing and Applications,Natural language processing,1,0.01,112
899,eng_artificialintelligence,Neural Computing and Applications,Microeconomics,1,0.01,112
900,eng_artificialintelligence,Neural Computing and Applications,Mining engineering,1,0.01,112
901,eng_artificialintelligence,Neural Computing and Applications,Meteorology,1,0.01,112
902,eng_artificialintelligence,Neural Computing and Applications,Analytical chemistry,1,0.01,112
903,eng_artificialintelligence,Neural Computing and Applications,Cognitive science,1,0.01,112
904,eng_artificialintelligence,Neural Computing and Applications,Linguistics,1,0.01,112
905,eng_artificialintelligence,Neural Computing and Applications,Information retrieval,1,0.01,112
906,eng_artificialintelligence,Neural Computing and Applications,Geotechnical engineering,1,0.01,112
907,eng_artificialintelligence,Neural Computing and Applications,Geodesy,1,0.01,112
908,eng_artificialintelligence,Neural Computing and Applications,Economic growth,1,0.01,112
909,eng_artificialintelligence,Neural Computing and Applications,Distributed computing,1,0.01,112
910,eng_artificialintelligence,Neural Computing and Applications,Data mining,1,0.01,112
911,eng_artificialintelligence,Neural Computing and Applications,World Wide Web,1,0.01,112
930,eng_artificialintelligence,Neurocomputing,Machine learning,53,0.21,256
931,eng_artificialintelligence,Neurocomputing,Control theory,34,0.13,256
932,eng_artificialintelligence,Neurocomputing,Pattern recognition,25,0.10,256
933,eng_artificialintelligence,Neurocomputing,Computer network,21,0.08,256
934,eng_artificialintelligence,Neurocomputing,Computer vision,18,0.07,256
935,eng_artificialintelligence,Neurocomputing,Embedded system,17,0.07,256
936,eng_artificialintelligence,Neurocomputing,Mathematical optimization,13,0.05,256
937,eng_artificialintelligence,Neurocomputing,Speech recognition,9,0.04,256
938,eng_artificialintelligence,Neurocomputing,Algorithm,8,0.03,256
939,eng_artificialintelligence,Neurocomputing,Information retrieval,4,0.02,256
940,eng_artificialintelligence,Neurocomputing,Telecommunications,4,0.02,256
941,eng_artificialintelligence,Neurocomputing,Statistics,4,0.02,256
942,eng_artificialintelligence,Neurocomputing,Electrical engineering,4,0.02,256
943,eng_artificialintelligence,Neurocomputing,Distributed computing,4,0.02,256
944,eng_artificialintelligence,Neurocomputing,Neuroscience,3,0.01,256
945,eng_artificialintelligence,Neurocomputing,Control engineering,2,0.01,256
946,eng_artificialintelligence,Neurocomputing,Linguistics,2,0.01,256
947,eng_artificialintelligence,Neurocomputing,Social psychology,2,0.01,256
948,eng_artificialintelligence,Neurocomputing,Social science,2,0.01,256
949,eng_artificialintelligence,Neurocomputing,Artificial intelligence,2,0.01,256
950,eng_artificialintelligence,Neurocomputing,Topology,2,0.01,256
951,eng_artificialintelligence,Neurocomputing,Parallel computing,1,0.00,256
952,eng_artificialintelligence,Neurocomputing,Reliability engineering,1,0.00,256
953,eng_artificialintelligence,Neurocomputing,Internet privacy,1,0.00,256
954,eng_artificialintelligence,Neurocomputing,Systems engineering,1,0.00,256
955,eng_artificialintelligence,Neurocomputing,Mathematical analysis,1,0.00,256
956,eng_artificialintelligence,Neurocomputing,Aeronautics,1,0.00,256
957,eng_artificialintelligence,Neurocomputing,Engineering drawing,1,0.00,256
958,eng_artificialintelligence,Neurocomputing,Intensive care medicine,1,0.00,256
959,eng_artificialintelligence,Neurocomputing,Immunology,1,0.00,256
960,eng_artificialintelligence,Neurocomputing,Financial economics,1,0.00,256
961,eng_artificialintelligence,Neurocomputing,Aesthetics,1,0.00,256
962,eng_artificialintelligence,Neurocomputing,Electronic engineering,1,0.00,256
963,eng_artificialintelligence,Neurocomputing,Discrete mathematics,1,0.00,256
964,eng_artificialintelligence,Neurocomputing,Database,1,0.00,256
965,eng_artificialintelligence,Neurocomputing,Data mining,1,0.00,256
966,eng_artificialintelligence,Neurocomputing,Computer security,1,0.00,256
967,eng_artificialintelligence,Neurocomputing,Computer graphics (images),1,0.00,256
968,eng_artificialintelligence,Neurocomputing,Computer architecture,1,0.00,256
969,eng_artificialintelligence,Neurocomputing,Cancer research,1,0.00,256
970,eng_artificialintelligence,Neurocomputing,Calculus,1,0.00,256
971,eng_artificialintelligence,Neurocomputing,Andrology,1,0.00,256
972,eng_artificialintelligence,Neurocomputing,Analytical chemistry,1,0.00,256
973,eng_artificialintelligence,Neurocomputing,World Wide Web,1,0.00,256
994,eng_computationallinguistics,Computational Linguistics,Linguistics,60,0.26,234
995,eng_computationallinguistics,Computational Linguistics,Natural language processing,40,0.17,234
996,eng_computationallinguistics,Computational Linguistics,Machine learning,29,0.12,234
997,eng_computationallinguistics,Computational Linguistics,Algorithm,11,0.05,234
998,eng_computationallinguistics,Computational Linguistics,Media studies,10,0.04,234
999,eng_computationallinguistics,Computational Linguistics,Programming language,9,0.04,234
1000,eng_computationallinguistics,Computational Linguistics,Pattern recognition,9,0.04,234
1001,eng_computationallinguistics,Computational Linguistics,Speech recognition,6,0.03,234
1002,eng_computationallinguistics,Computational Linguistics,Cognitive science,3,0.01,234
1003,eng_computationallinguistics,Computational Linguistics,Social psychology,3,0.01,234
1004,eng_computationallinguistics,Computational Linguistics,Information retrieval,3,0.01,234
1005,eng_computationallinguistics,Computational Linguistics,Agroforestry,2,0.01,234
1006,eng_computationallinguistics,Computational Linguistics,Operations management,2,0.01,234
1007,eng_computationallinguistics,Computational Linguistics,Social science,2,0.01,234
1008,eng_computationallinguistics,Computational Linguistics,Statistics,2,0.01,234
1009,eng_computationallinguistics,Computational Linguistics,Structural engineering,2,0.01,234
1010,eng_computationallinguistics,Computational Linguistics,Regional science,2,0.01,234
1011,eng_computationallinguistics,Computational Linguistics,Theoretical computer science,2,0.01,234
1012,eng_computationallinguistics,Computational Linguistics,Human–computer interaction,2,0.01,234
1013,eng_computationallinguistics,Computational Linguistics,Computational science,2,0.01,234
1014,eng_computationallinguistics,Computational Linguistics,Epistemology,2,0.01,234
1015,eng_computationallinguistics,Computational Linguistics,Art history,2,0.01,234
1016,eng_computationallinguistics,Computational Linguistics,Communication,2,0.01,234
1017,eng_computationallinguistics,Computational Linguistics,Data mining,2,0.01,234
1018,eng_computationallinguistics,Computational Linguistics,Computational biology,2,0.01,234
1019,eng_computationallinguistics,Computational Linguistics,Systems engineering,1,0.00,234
1020,eng_computationallinguistics,Computational Linguistics,Applied mathematics,1,0.00,234
1021,eng_computationallinguistics,Computational Linguistics,Artificial intelligence,1,0.00,234
1022,eng_computationallinguistics,Computational Linguistics,Classical economics,1,0.00,234
1023,eng_computationallinguistics,Computational Linguistics,Commerce,1,0.00,234
1024,eng_computationallinguistics,Computational Linguistics,Simulation,1,0.00,234
1025,eng_computationallinguistics,Computational Linguistics,Reliability engineering,1,0.00,234
1026,eng_computationallinguistics,Computational Linguistics,Real-time computing,1,0.00,234
1027,eng_computationallinguistics,Computational Linguistics,Pedagogy,1,0.00,234
1028,eng_computationallinguistics,Computational Linguistics,Parallel computing,1,0.00,234
1029,eng_computationallinguistics,Computational Linguistics,Knowledge management,1,0.00,234
1030,eng_computationallinguistics,Computational Linguistics,Computer graphics (images),1,0.00,234
1031,eng_computationallinguistics,Computational Linguistics,Natural resource economics,1,0.00,234
1032,eng_computationallinguistics,Computational Linguistics,Multimedia,1,0.00,234
1033,eng_computationallinguistics,Computational Linguistics,Mining engineering,1,0.00,234
1034,eng_computationallinguistics,Computational Linguistics,Database,1,0.00,234
1035,eng_computationallinguistics,Computational Linguistics,Mathematical optimization,1,0.00,234
1036,eng_computationallinguistics,Computational Linguistics,Mathematical analysis,1,0.00,234
1037,eng_computationallinguistics,Computational Linguistics,Developmental psychology,1,0.00,234
1038,eng_computationallinguistics,Computational Linguistics,Management,1,0.00,234
